measure,dateTime,date,value (m3/s),completeness,quality,qcode
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-02-24T09:00:00Z,2010-02-24,15.7,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-02-25T09:00:00Z,2010-02-25,32.0,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-02-26T09:00:00Z,2010-02-26,104.0,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-02-27T09:00:00Z,2010-02-27,40.3,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-02-28T09:00:00Z,2010-02-28,25.1,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-01T09:00:00Z,2010-03-01,18.4,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-02T09:00:00Z,2010-03-02,15.8,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-03T09:00:00Z,2010-03-03,14.1,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-04T09:00:00Z,2010-03-04,12.5,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-05T09:00:00Z,2010-03-05,11.5,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-06T09:00:00Z,2010-03-06,11.2,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-07T09:00:00Z,2010-03-07,11.0,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-08T09:00:00Z,2010-03-08,9.85,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-09T09:00:00Z,2010-03-09,9.39,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-10T09:00:00Z,2010-03-10,8.94,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-11T09:00:00Z,2010-03-11,8.54,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-12T09:00:00Z,2010-03-12,8.43,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-13T09:00:00Z,2010-03-13,8.71,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-14T09:00:00Z,2010-03-14,8.41,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-15T09:00:00Z,2010-03-15,8.34,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-16T09:00:00Z,2010-03-16,8.53,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-17T09:00:00Z,2010-03-17,8.0,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-18T09:00:00Z,2010-03-18,8.0,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-19T09:00:00Z,2010-03-19,8.93,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-20T09:00:00Z,2010-03-20,45.7,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-21T09:00:00Z,2010-03-21,20.2,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-22T09:00:00Z,2010-03-22,17.8,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-23T09:00:00Z,2010-03-23,30.1,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-24T09:00:00Z,2010-03-24,39.6,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-25T09:00:00Z,2010-03-25,40.6,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-26T09:00:00Z,2010-03-26,67.8,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-27T09:00:00Z,2010-03-27,29.1,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-28T09:00:00Z,2010-03-28,17.8,Complete,Good,
http://environment.data.gov.uk/hydrology/id/measures/1a707394-5443-4c2d-b903-8ad6e243a45e-flow-m-86400-m3s-qualified,2010-03-29T09:00:00Z,2010-03-29,35.5,Complete,Good,
